연번,구인등록일,모집기간,사업장명,모집직종,고용형태,임금형태,임금,근무지,입사형태,요구경력,요구학력,전공계열,요구자격증,사업장 주소,기업형태,담당기관,등록일,연락처
498,2020-10-15,2020-10-15 ~ 2021-01-14,사)장애인생산품판매지원협회 아름다운동행 사업단,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,"8,590",,무관,무관,무관,,    ,경기도 고양시 일산서구 덕산로 153-18  (가좌동),중소,경기북부지사,2020-10-15,1588-1519
499,2020-10-15,2020-10-15 ~ 2020-10-19,(사)한국건강관리협회,간호조무사(요양병원 제외),계약직,월급,"1,503,000",,무관,무관,무관,,    ,서울특별시 강서구 화곡로 350 (화곡동),"협회,단체",울산지사,2020-10-22,1588-1519
500,2020-10-15,2020-10-15 ~ 2020-11-25,(주)억새마을,생산·품질 사무원 및 관리원(기계·자동차·금속),시간제,시급,"8,590",,경력,1년개월,무관,,    ,경상남도 밀양시 무안면 신연로 642-7 (연상리),중소,울산지사,2020-10-15,1588-1519
501,2020-10-15,2020-10-15 ~ 2020-11-06,(주)덕원이엔지,단순 사상원(용접사상 제외-용접원구분),상용직,시급,"8,590",,무관,0년개월,무관,,    ,울산광역시 북구 중산산업3길 53 (중산동),중소,울산지사,2020-10-21,1588-1519
502,2020-10-15,2020-10-15 ~ 2020-10-31,국립중앙의료원,사무 보조원(일반사업체),계약직,월급,"1,088,500",,무관,0년개월,무관,,    ,서울특별시 중구 을지로 245 (을지로6가),"공사,공공",서울지역본부,2020-10-22,1588-1519
503,2020-10-15,2020-10-15 ~ 2020-11-02,삼성생명서비스손해사정(주),사무 보조원(일반사업체),계약직,연봉,"23,672,000",,무관,무관,무관,,    ,서울특별시 영등포구 국회대로 559  (당산동4가),중소,서울남부지사,2020-10-15,1588-1519
504,2020-10-15,2020-10-15 ~ 2020-10-27,한국공항공사,공공행정 사무원,상용직,시급,"8,590",,무관,무관,무관,,    ,서울특별시 강서구 하늘길 78 한국공항공사 인적자원팀 (과해동),"공사,공공",서울남부지사,2020-10-21,1588-1519
505,2020-10-15,2020-10-26 ~ 2020-11-03,진성트랜지,기타 금속공작기계 조작원 및 보조원,상용직,시급,"8,590",,무관,0년개월,고졸,,    ,서울특별시 구로구 경인로53길 123 (구로동),중소,서울남부지사,2020-10-15,1588-1519
506,2020-10-15,2020-10-15 ~ 2020-10-30,주식회사부자되세요,주방 보조원(일반 음식점),상용직,시급,"8,590",,무관,무관,무관,,    ,서울특별시 영등포구 국제금융로6길 33 4층 창고43 (여의도동),중소,서울남부지사,2020-10-15,1588-1519
507,2020-10-15,2020-10-15 ~ 2020-10-22,주식회사 케이비손해보험,사무 보조원(일반사업체),계약직,월급,"1,150,000",,무관,0년개월,무관,,    ,대구광역시 수성구 달구벌대로 2397 6층 대구GA사업단 (범어동),중소,서울동부지사,2020-10-15,1588-1519
508,2020-10-15,2020-10-15 ~ 2020-10-23,한국특허전략개발원,사무 보조원(공공기관),계약직,월급,"1,900,000",,무관,무관,무관,,    ,서울특별시 강남구 테헤란로 131 한국특허전략개발원(8층) (역삼동),중소,서울동부지사,2020-10-15,1588-1519
509,2020-10-15,2020-10-15 ~ 2020-11-30,코코도르(주) ,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",계약직,시급,"8,590",,무관,0년개월,무관,,    ,경기도 용인시 처인구 모현읍 왕담로 145-17 145-17,중소,경기동부지사,2020-10-21,1588-1519
510,2020-10-15,2020-10-15 ~ 2020-11-30,다빈영농조합법인,식품 분야 단순 종사원,상용직,시급,"8,590",,무관,무관,무관,,    ,충청남도 부여군 석성면 석성북로 81 -,중소,충남지사,2020-10-15,1588-1519
511,2020-10-15,2020-10-15 ~ 2020-12-31,주식회사 다울시스템,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,시급,"8,590",,무관,무관,무관,,    ,경기도 하남시 하남대로801번길 25 1층(신장동) (신장동),중소,충북지사,2020-10-15,1588-1519
512,2020-10-14,2020-10-14 ~ 2020-12-31,홈앤서비스 주식회사,통신장비 설치·수리원,상용직,월급,"2,240,000",,무관,0년개월,무관,,    ,서울특별시 중구 퇴계로 10 메트로타워 16층  (남대문로5가),대기업,대전지역본부,2020-10-14,1588-1519
513,2020-10-14,2020-10-14 ~ 2020-10-31,(주) 성화페이퍼,섬유·의복 분야 단순 종사원,계약직,시급,"8,590",,무관,무관,무관,,    ,충청남도 논산시 은진면 동산산업단지로 101-62 성화페이퍼,중소,대전지역본부,2020-10-14,1588-1519
514,2020-10-14,2020-10-14 ~ 2020-10-23,(주)봄비와씨앗,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,"8,590",,무관,무관,무관,특수교육학,    ,"세종특별자치시  도움3로 105-7 504, 505호 주식회사 봄비와씨앗 (종촌동)",중소,대전지역본부,2020-10-14,1588-1519
515,2020-10-14,2020-10-14 ~ 2020-10-30,(주)하랑커뮤니티,섬유·의복 분야 단순 종사원,시간제,시급,"8,590",,무관,0년개월,무관,,    ,대전광역시 유성구 복용북로33번길 16-20 (복용동).,중소,대전지역본부,2020-10-14,1588-1519
516,2020-10-14,2020-10-14 ~ 2020-10-31,센트럴렌트카,세차원 및 운송장비 청소원,상용직,시급,"8,590",,무관,0년개월,무관,,    ,대전광역시 서구 배재로 90 (도마동) 센트럴렌트카,중소,대전지역본부,2020-10-14,1588-1519
517,2020-10-14,2020-10-14 ~ 2020-10-30,수원남부소방서,사업체 구내식당 급식 조리사,계약직,시급,"10,364",,무관,0년개월,무관,,한식조리기능사    ,경기도 수원시 권선구 동수원로 286 (권선동)수원남부소방서,"공사,공공",경기지역본부,2020-10-14,1588-1519
518,2020-10-14,2020-10-14 ~ 2020-11-07,한국환경공단,사무 보조원(공공기관),계약직,월급,"1,975,000",,무관,무관,무관,,    ,인천광역시 서구 환경로 42 종합환경연구단지 한국환경공단 (경서동),중소,강원지사,2020-10-20,1588-1519
519,2020-10-14,2020-10-14 ~ 2020-12-30,(주)인스,펄프·종이 제조장치 조작원,상용직,시급,"8,590",,무관,무관,무관,,    ,강원도 원주시 소초면 평장두둑1길 35 평장두둑1길 35,중소,강원지사,2020-10-21,1588-1519
520,2020-10-14,2020-10-14 ~ 2020-11-26,가향푸드,제과·제빵원,계약직,시급,"8,590",,무관,0년개월,무관,,    ,부산광역시 사상구 새벽시장로 145   (감전동),개인,부산지역본부,2020-10-14,1588-1519
521,2020-10-14,2020-10-14 ~ 2020-12-31,(주)일등코리아,일반 음식점 서빙원,상용직,시급,"8,590",,무관,0년개월,무관,,    ,부산광역시 기장군 기장읍 기장해안로 266 더이스트인 부산  ,중소,부산지역본부,2020-10-14,1588-1519
522,2020-10-14,2020-10-14 ~ 2020-10-31,(사)한국장애인녹색재단 녹색섬유사업단,섬유·의류 제조 관리자(공장장),계약직,시급,"8,590",,무관,0년개월,무관,,    ,부산광역시 북구 만덕2로44번길 72 (만덕동) 106동 B01호,"협회,단체",부산지역본부,2020-10-14,1588-1519
523,2020-10-14,2020-10-14 ~ 2020-11-20,부산소테리아하우스,사무 보조원(일반사업체),계약직,시급,"8,590",,무관,0년개월,무관,,    ,부산광역시 사상구 삼덕로 59 (덕포동),"협회,단체",부산지역본부,2020-10-14,1588-1519
524,2020-10-14,2020-10-14 ~ 2020-10-22,경북대학교병원,환경 미화원,상용직,연봉,"25,000,000",,무관,무관,무관,,    ,대구광역시 중구 동덕로 130 (삼덕동2가),중소,대구지역본부,2020-10-20,1588-1519
525,2020-10-14,2020-10-14 ~ 2020-12-14,(주)베스툴,가구 조립원,상용직,시급,"8,590",,무관,무관,무관,,    ,대구광역시 달서구 성서로 105 베스툴 (대천동),중소,대구지역본부,2020-10-14,1588-1519
526,2020-10-14,2020-10-14 ~ 2020-10-23,인천광역시교육청,단체 급식 보조원,계약직,시급,"8,590",,무관,무관,무관,,    ,인천광역시 남동구 정각로 9 (구월동),"공사,공공",인천지사,2020-10-14,1588-1519
527,2020-10-14,2020-10-14 ~ 2020-10-20,(주)태안모터스,사무 보조원(일반사업체),상용직,연봉,"22,000,000",,무관,무관,고졸,자동차공학,    ,"서울특별시 강남구 도곡로 121 (역삼동), 아우디빌딩 5층 인사팀",중소,인천지사,2020-10-14,1588-1519
528,2020-10-14,2020-10-14 ~ 2020-10-18,두산건설(주),건설현장반장,계약직,월급,"2,894,000",,경력,1년0개월,무관,,    ,서울특별시 강남구 언주로 726 두산건설 본사 (논현동),중소,광주지역본부,2020-10-14,1588-1519
529,2020-10-14,2020-10-14 ~ 2020-10-30,주식회사 케이비손해보험,보험 심사원 및 사무원,계약직,시급,"8,590",,무관,0년개월,고졸,,    ,대구광역시 수성구 달구벌대로 2397 6층 대구GA사업단 (범어동),중소,광주지역본부,2020-10-14,1588-1519
530,2020-10-14,2020-10-14 ~ 2020-11-20,산들요양병원,시설 요양보호사(노인요양사),상용직,시급,"8,590",,무관,0년개월,무관,,    ,광주광역시 광산구 풍영정길 227-1 신창동1094-4  (신창동),중소,광주지역본부,2020-10-15,1588-1519
531,2020-10-14,2020-10-14 ~ 2020-10-31,목원대학교,콜센터 상담원(콜센터·고객센터·CS센터),계약직,시급,"9,000",,무관,0년개월,무관,,    ,대전광역시 서구 도안북로 88 목원대학교 (도안동) 총무과,대기업,대전지역본부,2020-10-14,1588-1519
532,2020-10-14,2020-10-14 ~ 2020-10-28,한국화학연구원,사무 보조원(공공기관),계약직,월급,"1,500,000",,무관,무관,무관,,    ,대전광역시 유성구 가정로 141 한국화학연구원 (장동),중소,대전지역본부,2020-10-14,1588-1519
533,2020-10-14,2020-10-14 ~ 2020-10-22,아이쓰리시스템(주),회계 사무원(일반 사업체),상용직,연봉,"36,000,000",,경력,4년개월,대졸,금융·회계·세무학,    ,대전광역시 유성구 테크노5로 69 69 (관평동),중소,대전지역본부,2020-10-14,1588-1519
534,2020-10-14,2020-10-14 ~ 2020-12-12,윤서병원,주차 관리·안내원,상용직,월급,"1,580,000",,무관,무관,무관,,    ,경기도 구리시 건원대로 47 윤서병원 (인창동),중소,경기북부지사,2020-10-21,1588-1519
535,2020-10-14,2020-10-14 ~ 2021-01-13,지에스건설(주),환경 미화원,계약직,월급,"1,400,000",,무관,0년개월,무관,,    ,서울특별시 종로구 종로 33 그랑서울 (청진동),대기업,경기북부지사,2020-10-14,1588-1519
536,2020-10-14,2020-10-14 ~ 2021-01-13,주식회사자코모,음료 조리사(바리스타 포함),상용직,월급,"1,800,000",,무관,무관,무관,,바리스타 1급    ,경기도 남양주시 오남읍 진건오남로929번길 8 주식회사 자코모,중소,경기북부지사,2020-10-14,1588-1519
537,2020-10-14,2020-10-14 ~ 2020-11-06,덕원산업,주입·포장·상표부착기 등 기타 기계 조작원,상용직,시급,"8,590",,무관,무관,무관,,    ,울산광역시 북구 중산산업3길 53 (중산동),중소,울산지사,2020-10-20,1588-1519
538,2020-10-14,2020-10-14 ~ 2020-11-30,장미고무공업사(주),섬유·의복 분야 단순 종사원,상용직,시급,"8,590",,무관,무관,무관,,    ,부산광역시 사상구 낙동대로1292번길 29 (삼락동),중소,부산직업능력개발원,2020-10-20,1588-1519
539,2020-10-14,2020-10-14 ~ 2020-10-30,(주)커피빈코리아,음료 조리사(바리스타 포함),상용직,시급,"8,590",,무관,무관,무관,,    ,서울특별시 강남구 봉은사로99길 7 (삼성동),대기업,서울지역본부,2020-10-20,1588-1519
540,2020-10-14,2020-10-14 ~ 2020-11-30,한국언론진흥재단,사무 보조원(공공기관),계약직,시급,"8,590",,무관,무관,무관,,    ,서울특별시 중구 세종대로 124 25 (태평로1가),중소,서울지역본부,2020-10-21,1588-1519
541,2020-10-14,2020-10-14 ~ 2020-10-30,뉴서울주유소,세차원 및 운송장비 청소원,상용직,시급,"8,590",,무관,무관,무관,,    ,서울특별시 강남구 언주로 716 (논현동),개인,서울지역본부,2020-10-20,1588-1519
542,2020-10-14,2020-10-14 ~ 2020-10-30,바꿈카페,음료 조리사(바리스타 포함),상용직,시급,"8,590",,무관,무관,무관,,    ,서울특별시 도봉구 마들로 664-23 (도봉동) 3층,개인,서울지역본부,2020-10-16,1588-1519
543,2020-10-14,2020-10-14 ~ 2020-10-30,한국투자증권,환경 미화원,계약직,시급,"9,500",,무관,무관,고졸,,    ,"서울특별시 영등포구 의사당대로 88 (여의도동), 한국투자증권",대기업,서울남부지사,2020-10-14,1588-1519
544,2020-10-14,2020-10-14 ~ 2020-10-30,(주)세일코리아넷,콜센터 상담원(콜센터·고객센터·CS센터),상용직,월급,"1,900,000",,경력,1년개월,무관,,    ,서울특별시 영등포구 당산로2길 12  (문래동3가),중소,서울남부지사,2020-10-14,1588-1519
545,2020-10-14,2020-10-14 ~ 2020-10-23,영등포구선거관리위원회,공공행정 사무원,계약직,일급,"69,760",,무관,0년개월,무관,,    ,서울특별시 영등포구 버드나루로 84 (영등포동7가),중소,서울남부지사,2020-10-14,1588-1519
546,2020-10-14,2020-10-14 ~ 2020-10-30,롯데오토케어,콜센터 상담원(콜센터·고객센터·CS센터),계약직,연봉,"22,770,000",,무관,무관,무관,,    ,"서울특별시 영등포구 문래로 83 (문래동3가)아라비즈타워 105호, 302~307호, 4층 (문래동3가)",대기업,서울남부지사,2020-10-14,1588-1519
547,2020-10-14,2020-10-14 ~ 2020-10-16,부산센텀병원,세탁원(다림질원),계약직,시급,"8,590",,무관,0년개월,무관,,    ,부산광역시 수영구 수영로 677 (광안동),중소,부산발달장애인훈련센터,2020-10-19,1588-1519
548,2020-10-14,2020-10-14 ~ 2020-12-31,충남아산 지역자활센터,장애인 생활지도원(장애인활동보조원 포함),계약직,시급,"8,590",,무관,무관,무관,,    ,충청남도 아산시 시민로245번길 10 1층(용화동),"협회,단체",충남지사,2020-10-14,1588-1519
549,2020-10-14,2020-10-14 ~ 2020-12-30,(주)휴민텍,창고 관리원(자재 검수원 포함),상용직,연봉,"26,000,000",,무관,무관,고졸,,    ,충청남도 천안시 서북구 직산읍 군수1길 193 -,중소,충남지사,2020-10-14,1588-1519
550,2020-10-14,2020-10-14 ~ 2020-11-10,주식회사 자연애나누미,식품 분야 단순 종사원,시간제,시급,"8,590",,무관,무관,무관,,    ,전라남도 순천시 별량면 온수길 63 봉림리 901-1,중소,전남지사,2020-10-15,1588-1519
551,2020-10-14,2020-10-14 ~ 2020-10-20,가가스틸,재활용품 및 폐기물 수거원,상용직,시급,"8,590",,무관,0년개월,무관,,    ,전라남도 순천시 해룡면 여순로 1102 .,개인,전남지사,2020-10-14,1588-1519
552,2020-10-14,2020-10-14 ~ 2020-10-31,노인요양시설구미탑,시설 요양보호사(노인요양사),상용직,시급,"8,590",,무관,무관,무관,,    ,경상북도 구미시 박정희로25길 8-27 8-27 노인요양시설 구미탑 (광평동),중소,경북지사,2020-10-14,1588-1519
553,2020-10-14,2020-10-14 ~ 2020-10-15,한국맥도날드(유),"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",상용직,시급,"8,590",,무관,0년개월,무관,,    ,서울특별시 종로구 종로 51 종로타워 14층,중소,경기북부지사,2020-10-14,1588-1519
554,2020-10-13,2020-10-13 ~ 2020-10-31,세븐일레븐 진천신수산업점,매장 정리원(매장 보조원),상용직,시급,"8,590",,무관,0년개월,무관,,    ,충청북도 진천군 덕산읍 산수산단2로 95 세븐일레븐,개인,충북지사,2020-10-13,1588-1519
555,2020-10-13,2020-10-13 ~ 2020-10-30,의료법인 심천의료재단 제일병원,환경 미화원,상용직,시급,"8,590",,무관,0년개월,무관,,    ,경상북도 상주시 내서면 영남제일로 3659 제일병원,중소,경북지사,2020-10-14,1588-1519
556,2020-10-13,2020-10-13 ~ 2020-11-05,한울학교,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,"8,590",,무관,0년개월,무관,,    ,전라북도 남원시 이백면 이백로 315 (서곡리),"공사,공공",전북지사,2020-10-13,1588-1519
557,2020-10-13,2020-10-13 ~ 2020-12-18,경상대학교병원,병원행정 사무원(원무),계약직,시급,"8,590",,신입,무관,무관,,    ,경상남도 진주시 강남로 79 (칠암동),중소,경남지사,2020-10-13,1588-1519
558,2020-10-13,2020-10-13 ~ 2020-11-06,엘림에스(주),환경 미화원,상용직,월급,"1,455,750",,무관,무관,무관,,    ,서울특별시 영등포구 양산로 16 2F,중소,대전지역본부,2020-10-15,1588-1519
559,2020-10-13,2020-10-13 ~ 2020-10-20,행복키움 주식회사(대전),음료 조리사(바리스타 포함),계약직,월급,"1,183,000",,무관,0년개월,무관,,    ,대전광역시 유성구 엑스포로 325 (원촌동) (주)SK 대덕연구단지,대기업,대전지역본부,2020-10-20,1588-1519
